#Default

; cutscenes.tbl
It seems that the Shivan shield systems are extremely strong, but their hulls are far weaker than our own.  They also rely on primary weapons far more than secondaries, as evidenced by the Dragon's small missile capacity.

The GTA considers the Dragon as a class A threat."

442, "Captured Shivan fighter, modified for Terran pilots."

443, "The Shivan Dragon is easily the most impressive fightercraft we have yet seen.  Its maneuverability is unmatched, and it has quite a few other advantages, including a good top speed, powerful afterburners, and strong shields.  It is the only Shivan fighter we have been able to study up close, and we have learned a great deal about Shivan engineering from it.

It seems that the Shivan shield systems are extremely strong, but their hulls are far weaker than our own.  They also rely on primary weapons far more than secondaries, as evidenced by the Dragon's small missile capacity."

444, "The Basilisk seems to be a Shivan heavy attack fighter.  It is not as maneuverable as other Shivan fighters, but it packs quite a punch, and it is very resistant to our weaponry.  Most often they have been used in attacking our supply convoys and transports.

Treat the Basilisk as a class C threat."

445, "We believe that the Manticore is a Shivan interceptor.  It has a very high top speed, and its maneuverability is quite good.  However, its shield system isn't strong enough to withstand constant fighting for long, which leads us to believe the Manticore's primary purpose is to destroy enemy bombers.

The Manticore ranks as a class B threat."

446, "We originally thought the Scorpion was the Shivans' best fighter.  However, we now believe that the Scorpion is nothing more than a Shivan scout ship.  Their vast numbers and seeming unimportance to the Shivan war effort leads us to this belief.  Regardless of its purpose, the Scorpion is highly maneuverable, fast, and difficult to destroy.  It can also do damage equivalent to our space superiority fighters.

In the event that you encounter Scorpions, regard them as a class C threat."

447, "The first encounter with the SF Gorgon was made by the GTD Saratoga in the Ikeya system.  We are uncertain if this is a new Shivan design or if the Shivans have simply held this particular class of ship back for the majority of the war.  The ship's unusual design not only provides it with exceptional maneuverability, but also allows it to generate an extremely powerful shield.  So far these ships have only been sighted leading wings of lesser fighters, but there have been reports of entire wings of Gorgons in larger forces.

Little else is known about the Gorgon.  It should be considered a class B threat when acting as a wing leader, but a full wing of Gorgons is to be treated as a class A threat to all allied vessels."

448, "The Shaitan bomber is only slightly superior to our own bombers - its shielding is better, but its capacity seems to be far worse.  Perhaps the Shivans were confident that they would only need one payload to destroy a target.

We consider the Shaitan to be a class C threat."

449, "The Nephilim-class bomber is the most alien of the Shivan ships.  We are still unsure as to why the Shivans chose this odd shape for arguably their most powerful attack craft.  However, with four primary cannons and two turrets, as well as a massive payload, the Nephilim is undoubtedly a serious threat to the GTA.  We have already lost two Orion class destroyers to wings of Nephilims.  Unless we learn a weakness soon, we will most likely lose two more.

The Nephilim has been designated a class A threat to GTA destroyers and cruisers.  In unpopulated systems, it is to be considered a class B threat."

450, "The new Seraphim class bomber is the Shivan's latest threat.  It is three times larger than a Nephilim, and carries a massive payload at least 150% the size of the Nephilim.  With strong hulls and an almost impenetrable shield system, the Seraphim is easily the most dangerous bomber we have yet encountered.

The Seraphim has been designated a class A threat to GTA destroyers and cruisers.  In unpopulated systems, it is to be considered a class B threat."

451, "The SB Nahema has never actually been encountered by either GTA or PVN forces, as far as we can determine.  What little intelligence we have on this bomber comes from our interrogations of HOL prisoners and is strictly classified by GTI.  We do know that the Nahema was the base from which the HOL constructed the PVB Sekhmet, their Vasudan-Shivan hybrid prototype bomber.  How the HOL managed to acquire scans of the Nahema in the first place is unknown."

452, "The Azrael is most likely a Shivan transport.  While we are not completely sure of its uses, we do know that it can house many Shivans.  It is not very heavily armored, and its weaponry is not too strong.  This makes the Azrael the most common target for capture attempts."

453, "The Mephisto freighter behaves much like one of our own, but it is far more powerful and dangerous.  Very little data is available on this ship class."

454, "We believe that the Shivans use cargo containers such as these as storage depots.  We have yet to see a Shivan land on a planet.  This leads us to believe that the Shivans plan on keeping all of their materials and resources in deep space."

455, "Almost no data is available on the Asmodeus freighter.  We are aware that it has a strong hull and four turrets.  Any further data on this ship should be immediately delivered to Terran Intelligence."

456, "What we have dubbed the SAC 2 is simply a more heavily armored form of the standard Shivan cargo container.  We believe that this is where the Shivans keep their more precious supplies.  SAC 2s are to be captured or destroyed at every opportunity."

457, "The Cain is by far the most common cruiser in the Shivan fleet.  It is also the weakest.  However, the Cain should not be underestimated.  It has many turrets, as well as a cluster bomb defensive mechanism.  As a strike cruiser, the Cain mostly appears in attacks against GTA or PVN capital ships and cruisers.  In these cases, it should be destroyed immediately.  The primary weakness of the Cain appears to be its unshielded turrets.  Most of the turrets on the Cain can be destroyed with minimal damage.

The Cain is a class B threat."

458, "While far more rare than its counterpart, the Cain-class cruiser, the Lilith is one of the most ferocious cruisers we have had the misfortune of combating.  It has extremely strong weapon systems, as well as a very thick armor which our cannons can barely penetrate.  One for one, the Lilith can easily destroy any of our cruisers.  It is for this reason that they should be considered a primary target for all bomber squadrons in the GTA.

The Lilith should be considered a class A threat to any ships that encounter it."

459, "While the Demon-class destroyer is easily one of the most massive ships we have yet seen, it is not the biggest or most powerful in the Shivan armada.  However, it is still quite dangerous, with a plethora of missile turrets and two full squadrons of fighters.  It is suggested that these capital ships be destroyed by bombers, as all cruisers that have attempted to engage a Demon have been destroyed.

The Demon is a class A threat in any allied system."

460, "The Lucifer is the greatest threat to the survival of the GTA, the PVN, and both the Terran and Vasudan species.  It wields three massive flux cannons which can destroy one of our capital ships in a few hits.  These same cannons have been seen bombarding colonized worlds.  With four full fighter squadrons and a massive array of defensive turrets, the Lucifer would be extremely difficult to destroy in a normal situation.  The fact that it is protected by a sheath shielding system which makes it completely impervious to any kind of kinetic or plasma damage makes it impossible to destroy.  We have yet to find a way to breach this shielding technology.  It is hoped that a solution will be found soon.
